"","id","Year","Gender (MW)","Race/Ethnicity","State Groups","Admit Date","Admit Date (group)","Acad Rating","Origin Group","Orientation","High School Type","Campus Visit","Open House Status","Fin Aid App","FAFSA Date","Enrolled","Career Objective","Diversity","Honors","PresidentialMerit"
"154",109769,2018,"Men","White","Out-of-State","12/14/2017","Before January",5,"Application","None","Public","Did not Visit","None","by Apr 30","1/2/2018",0,"Security and Protective Services",0,0,0
"155",109820,2019,"Women","White","Out-of-State","11/20/2018","Before January",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Visual and Performing Arts",0,0,0
"156",109840,2021,"Men","White","In-State","11/19/2020","Before January",2,"Campus Visit","None","Public","Did not Visit","None","by Apr 30","10/6/2020",0,"Unknown/Deciding",0,0,0
"157",109893,2021,"Women","White","In-State","4/26/2021","April",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"158",109931,2019,"Men","Unknown","Out-of-State","11/30/2018","Before January",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Engineering",0,0,0
"159",109957,2018,"Women","Black/Af. Amer.","In-State","10/3/2017","Before January",4,"Internet","None","Public","Other Visit","Spring","by Apr 30","2/6/2018",0,"Health Professions and Related Clinical Sciences",1,0,0
"160",110031,2019,"Women","Hispanic","Out-of-State","3/14/2019","March",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"None",1,0,0
"161",110121,2020,"Women","Black/Af. Amer.","In-State","3/11/2020","March",4,"Application","None","Public","Did not Visit","None","by Apr 30","10/1/2019",0,"Unknown/Deciding",0,0,0
"162",110191,2020,"Men","White","In-State","11/11/2019","Before January",2,"Search","None","Public","Did not Visit","None","by Apr 30","10/8/2019",0,"Unknown/Deciding",0,0,0
"163",110344,2019,"Men","Unknown","In-State","10/2/2018","Before January",1,"SAT-ACT","1st","Public","Orientation","None","by Apr 30","10/11/2018",1,"Education",0,0,1
"164",110382,2018,"Women","Hispanic","In-State","10/30/2017","Before January",3,"Internet","None","Public","Other Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"165",110394,2019,"Women","White","Out-of-State","11/28/2018","Before January",1,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"None",0,0,0
"166",110442,2020,"Women","White","Out-of-State","10/28/2019","Before January",1,"Other","None","Public","Other Visit","Fall","by Apr 30","10/5/2019",0,"Unknown/Deciding",0,0,0
"167",110453,2020,"Men","Black/Af. Amer.","Out-of-State","1/22/2020","January",6,"Other","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"168",110540,2019,"Women","White","In-State","12/19/2018","Before January",3,"Internet","None","Public","Other Visit","None","by Apr 30","1/31/2019",0,"Health Professions and Related Clinical Sciences",0,0,0
"169",110649,2019,"Women","Hispanic","In-State","11/27/2018","Before January",3,"Campus Visit","1st","Public","Orientation","None","by Apr 30","10/23/2018",1,"None",1,0,0
"170",110713,2021,"Men","Hispanic","In-State","3/19/2021","March",6,"Search","None","Public","Did not Visit","None","by Apr 30","2/8/2021",0,"Computer and Information Sciences and Support Services",0,0,0
"171",110886,2017,"Women","Foreign (Non-Res)","Out-of-State","1/19/2017","January",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"172",110986,2017,"Women","White","In-State","11/9/2016","Before January",2,"Search","None","Public","Did not Visit","None","by Apr 30","10/2/2016",0,"Health Professions and Related Clinical Sciences",0,0,0
"173",111047,2017,"Women","White","In-State","10/6/2016","Before January",4,"Internet","1st","Public","Orientation","None","by Apr 30","2/28/2017",1,"Health Professions and Related Clinical Sciences",0,0,0
"174",111187,2019,"Women","White","Out-of-State","12/13/2018","Before January",1,"Referral","None","Public","Other Visit","None","by Apr 30","11/20/2018",0,"Mathematics and Statistics",0,0,1
"175",111212,2020,"Men","White","In-State","11/7/2019","Before January",3,"Internet","None","Public","Other Visit","None","by Apr 30","10/1/2019",0,"Visual and Performing Arts",0,0,0
"176",111234,2021,"Women","Hispanic","In-State","1/7/2021","January",5,"Other","None","Public","Did not Visit","None","by Apr 30","10/22/2020",0,"Unknown/Deciding",0,0,0
"177",111249,2019,"Women","Unknown","In-State","1/14/2019","January",5,"Application","None","Private","Did not Visit","None","by Apr 30","11/24/2018",0,"None",0,0,0
"178",111286,2018,"Women","White","In-State","11/29/2017","Before January",5,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Security and Protective Services",0,0,0
"179",111466,2021,"Women","Hispanic","Out-of-State","1/25/2021","January",2,"Common App Suspect/Prospect","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"180",111570,2020,"Women","White","In-State","3/5/2020","March",3,"Campus Visit","None","Home Schooled","Other Visit","None","None","1/1/2050",0,"Engineering",0,0,0
"181",111744,2020,"Women","Black/Af. Amer.","In-State","12/5/2019","Before January",6,"Search","None","Public","Did not Visit","None","by Apr 30","10/28/2019",0,"Health Professions and Related Clinical Sciences",0,0,0
"182",111864,2019,"Men","Black/Af. Amer.","Out-of-State","11/19/2018","Before January",4,"Application","None","Public","Did not Visit","None","by Apr 30","10/1/2018",0,"Communication, Journalism, and Related Programs",1,0,0
"183",111882,2021,"Women","Black/Af. Amer.","In-State","11/6/2020","Before January",1,"Search","None","Public","Did not Visit","None","by Apr 30","10/13/2020",0,"Visual and Performing Arts",0,0,0
"184",111886,2018,"Men","White","In-State","11/27/2017","Before January",1,"Application","1st","Private","Orientation","None","None","1/1/2050",1,"Business, Management, Marketing, & Related Support Svcs",0,0,1
"185",111957,2019,"Women","Black/Af. Amer.","In-State","1/30/2019","January",3,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","1/2/2019",0,"Health Professions and Related Clinical Sciences",1,0,0
"186",111967,2020,"Men","White","Out-of-State","1/13/2020","January",5,"Search","None","Public","Other Visit","Spring","by Apr 30","10/27/2019",0,"Unknown/Deciding",0,0,0
"187",112002,2021,"Women","White","In-State","11/23/2020","Before January",1,"Search","None","Public","Did not Visit","None","by Apr 30","11/11/2020",0,"Education",0,0,0
"188",112077,2018,"Men","Black/Af. Amer.","Out-of-State","2/27/2018","February",5,"Application","None","Public","Did not Visit","None","by Apr 30","3/6/2018",0,"Engineering",1,0,0
"189",112104,2019,"Men","Hispanic","Out-of-State","11/30/2018","Before January",3,"Application","None","Public","Other Visit","None","by Apr 30","11/29/2018",0,"Engineering",1,0,0
"190",112114,2020,"Women","Two or More","In-State","4/23/2020","April",5,"Other","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"191",112135,2021,"Men","White","In-State","10/28/2020","Before January",4,"Common App Suspect/Prospect","None","Public","Did not Visit","None","by Apr 30","11/13/2020",0,"Computer and Information Sciences and Support Services",0,0,0
"192",112268,2019,"Women","White","In-State","9/28/2018","Before January",1,"Search","None","Public","Did not Visit","None","by Apr 30","10/1/2018",0,"Health Professions and Related Clinical Sciences",0,0,0
"193",112338,2017,"Men","Unknown","Out-of-State","12/21/2016","Before January",4,"Application","2nd","Public","Orientation","None","by Apr 30","11/22/2016",1,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"194",112421,2018,"Women","White","In-State","10/3/2017","Before January",1,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"195",112441,2020,"Men","White","Out-of-State","10/3/2019","Before January",5,"Referral","None","Private","Other Visit","None","by Apr 30","11/13/2019",0,"Unknown/Deciding",0,0,0
"196",112640,2021,"Women","White","In-State","1/8/2021","January",1,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"197",112782,2019,"Men","Hispanic","In-State","2/22/2019","February",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Legal Professions and Studies",1,0,0
"198",112790,2021,"Men","Black/Af. Amer.","In-State","1/13/2021","January",4,"Search","None","Public","Other Visit","None","by Apr 30","11/9/2020",0,"Engineering",0,0,0
"199",112820,2020,"Men","Two or More","Out-of-State","3/18/2020","March",1,"Campus Visit","None","Private","Other Visit","None","by Apr 30","12/30/2019",0,"Business, Management, Marketing, & Related Support Svcs",0,1,0
"200",112853,2018,"Women","Black/Af. Amer.","Out-of-State","3/6/2018","March",5,"Application","3rd","Public","Orientation","Spring","by Apr 30","4/12/2018",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"201",112912,2018,"Women","White","In-State","12/16/2017","Before January",2,"Search","None","Public","Other Visit","Fall","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"202",112928,2019,"Women","Black/Af. Amer.","Out-of-State","12/19/2018","Before January",2,"Application","1st","Public","Orientation","None","by Apr 30","11/10/2018",1,"Computer and Information Sciences and Support Services",1,0,0
"203",113020,2019,"Men","White","Out-of-State","1/7/2019","January",5,"Web Create Account","1st","Public","Orientation","None","by Apr 30","11/8/2018",1,"Legal Professions and Studies",0,0,0
"204",113029,2020,"Men","Black/Af. Amer.","In-State","12/12/2019","Before January",5,"Search","None","Public","Did not Visit","None","by Apr 30","10/17/2019",0,"Health Professions and Related Clinical Sciences",0,0,0
"205",113162,2018,"Men","Black/Af. Amer.","In-State","2/14/2018","February",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Security and Protective Services",1,0,0
"206",113251,2019,"Women","White","Out-of-State","10/1/2018","Before January",1,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","10/8/2018",0,"None",0,0,0
"207",113267,2021,"Men","Two or More","Out-of-State","4/15/2021","April",2,"Web Create Account","None","Public","Did not Visit","None","None","1/1/2050",0,"Education",0,0,0
"208",113366,2019,"Women","Hispanic","Out-of-State","9/12/2018","Before January",3,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","11/7/2018",0,"Health Professions and Related Clinical Sciences",1,0,0
"209",113397,2019,"Men","White","In-State","12/13/2018","Before January",2,"Referral","1st","Public","Orientation","None","by Apr 30","1/15/2019",1,"Health Professions and Related Clinical Sciences",0,0,0
"210",113406,2020,"Women","White","In-State","3/17/2020","March",2,"Campus Visit","None","Public","Other Visit","None","by Apr 30","11/21/2019",0,"Health Professions and Related Clinical Sciences",0,0,0
"211",113436,2021,"Women","White","In-State","11/4/2020","Before January",4,"Application","None","Private","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"212",113477,2018,"Men","Two or More","In-State","3/5/2018","March",5,"Application","None","Public","Did not Visit","None","by Apr 30","3/5/2018",0,"Health Professions and Related Clinical Sciences",1,0,0
"213",113666,2020,"Women","White","In-State","3/5/2020","March",6,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"214",113738,2017,"Women","Asian, Pacific Isl*","In-State","12/1/2016","Before January",3,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","2/19/2017",0,"Unknown/Deciding",1,0,0
"215",113740,2017,"Men","Black/Af. Amer.","In-State","11/15/2016","Before January",2,"Application","None","Public","Did not Visit","None","by Apr 30","12/24/2016",0,"Visual and Performing Arts",1,0,0
"216",113745,2019,"Women","White","In-State","1/18/2019","January",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Legal Professions and Studies",0,0,0
"217",113748,2017,"Women","White","In-State","12/1/2016","Before January",2,"Application","None","Public","Did not Visit","None","by Apr 30","4/11/2017",0,"Health Professions and Related Clinical Sciences",0,0,0
"218",113757,2018,"Men","White","In-State","2/15/2018","February",2,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"219",113912,2019,"Women","White","In-State","2/26/2019","February",3,"Web Create Account","None","Public","Did not Visit","None","by Apr 30","3/19/2019",0,"Health Professions and Related Clinical Sciences",0,0,0
"220",114002,2019,"Women","White","Out-of-State","12/13/2018","Before January",1,"Other","None","Public","Did not Visit","None","by Apr 30","10/21/2018",0,"Communication, Journalism, and Related Programs",0,0,0
"221",114054,2019,"Men","White","Out-of-State","9/20/2018","Before January",3,"Web Create Account","None","Public","Other Visit","None","by Apr 30","10/23/2018",0,"Education",0,0,0
"222",114127,2019,"Women","White","In-State","12/13/2018","Before January",3,"SAT-ACT","2nd","Public","Orientation","None","by Apr 30","11/14/2018",1,"Education",0,0,0
"223",114176,2021,"Women","Black/Af. Amer.","Out-of-State","3/11/2021","March",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"224",114190,2017,"Women","Hispanic","Out-of-State","10/25/2016","Before January",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Security and Protective Services",1,0,0
"225",114429,2021,"Women","White","Out-of-State","11/9/2020","Before January",2,"Search","None","Private","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"226",114436,2017,"Men","White","In-State","12/7/2016","Before January",3,"Private Institutions","3rd","Public","Orientation","Spring","by Apr 30","1/22/2017",1,"Education",0,0,0
